eval_topic_rts_id,collection,tweet_id,judgment
LV005,lv2,974540558289940480,1
LV005,lv2,974507554339397634,1
LV005,lv2,974408402838458379,1
LV005,lv2,974386534978859008,1
LV005,lv2,974381538778533890,1
LV005,lv2,974380946492452865,1
LV005,lv2,974379882896592897,1
LV005,lv2,974379737543004160,1
LV005,lv2,974377722922315781,1
LV005,lv2,974358519330824192,1
LV005,lv2,974394597408468992,1
LV005,lv2,974347500764221440,1
LV005,lv2,974338897676206083,1
LV005,lv2,974349253903450112,1
LV005,lv2,974292547441917952,1
LV005,lv2,974288455323865089,1
LV005,lv2,974245792528715776,1
LV005,lv2,974224059461439488,1
LV005,lv2,974207025717669889,1
LV005,lv2,974199024973688833,1
LV005,lv2,974210892006031360,1
LV005,lv2,974204189281804288,1
LV005,lv2,973955136254070785,1
LV005,lv2,973596108743114752,1
LV005,lv2,973911926731403264,1
LV005,lv2,973886678845808640,1
LV005,lv2,973856968187301888,1
LV005,lv2,973855970869895168,1
LV005,lv2,973817743098118144,1
LV005,lv2,973563218022076416,1
LV005,lv2,973812415958798337,1
LV005,lv2,973800140145332224,1
LV005,lv2,973808061365346304,1
LV005,lv2,973689294052384769,1
LV005,lv2,973803193913274371,1
LV005,lv2,973655994659110913,1
LV005,lv2,973638521197072386,1
LV005,lv2,973670300897497088,1
LV005,lv2,973669453950054400,1
LV005,lv2,973666729221066754,1
LV005,lv2,973666594776854534,1
LV005,lv2,973438507199926272,1
LV005,lv2,973616964831719427,1
LV005,lv2,973616533720256512,1
LV005,lv2,973616193406996481,1
LV005,lv2,973638777741733891,1
LV005,lv2,973599568997752832,1
LV005,lv2,973638656278908928,1
LV005,lv2,973459358217629696,1
LV005,lv2,973638574288629761,1
LV005,lv2,973606063743303682,1
LV005,lv2,973603094352269312,1
LV005,lv2,973600475680526337,1
LV005,lv2,973599158782316544,1
LV005,lv2,973596462272610305,1
LV005,lv2,973593802983145475,1
LV005,lv2,973609614955642880,1
LV005,lv2,973606891560620032,1
LV005,lv2,973564818971152384,1
LV005,lv2,973543103410987008,1
LV005,lv2,973575299299528705,1
LV005,lv2,973575217854468096,1
LV005,lv2,973571779968077824,1
LV005,lv2,973537332916899845,1
LV005,lv2,973571532860612609,1
LV005,lv2,973571398496071681,1
LV005,lv2,973570725608124418,1
LV005,lv2,973545474438385664,1
LV005,lv2,973123208181362689,1
LV005,lv2,973494310900502528,1
LV005,lv2,973479146360893440,1
LV005,lv2,973469086624731137,1
LV005,lv2,973462930711896064,1
LV005,lv2,973444441976590336,1
LV005,lv2,973456271629307904,1
LV005,lv2,973354481126723585,1
LV005,lv2,973456207825571841,1
LV005,lv2,973456156168540161,1
LV005,lv2,973158346831392770,1
LV005,lv2,973308626701037568,1
LV005,lv2,973306698319499264,1
LV005,lv2,973304521454735360,1
LV005,lv2,973300190810648578,1
LV005,lv2,973296536166830080,1
LV005,lv2,973280296664788992,1
LV005,lv2,973240232907886593,1
LV005,lv2,973279787111378944,1
LV005,lv2,973279653967400961,1
LV005,lv2,973319433409228800,1
LV005,lv2,973279379215306752,1
LV005,lv2,973266457797824513,1
LV005,lv2,973263137632899072,1
LV005,lv2,973260615463702529,1
LV005,lv2,973292614958100480,1
LV005,lv2,973291707046428672,1
LV005,lv2,973252550345490432,1
LV005,lv2,973251357586198530,1
LV005,lv2,973250139551883266,1
LV005,lv2,973274868446826496,1
LV005,lv2,973274023907004422,1
LV005,lv2,973239910072274945,1
LV005,lv2,973240643056267268,1
LV005,lv2,973240361807171584,1
LV005,lv2,973239141323493376,1
LV005,lv2,973238998494842880,1
LV005,lv2,973237718682619904,1
LV005,lv2,973232307334152192,1
LV005,lv2,973131423770083329,1
LV005,lv2,973232186794086404,1
LV005,lv2,973093273089773569,1
LV005,lv2,973241043553529858,1
LV005,lv2,973200305570672641,1
LV005,lv2,973227632421634048,1
LV005,lv2,973187306990514176,1
LV005,lv2,973214482611818498,1
LV005,lv2,973186957173035010,1
LV005,lv2,973155638665711616,1
LV005,lv2,973145678317805568,1
LV005,lv2,973144125846548481,1
LV005,lv2,973139638834679808,1
LV005,lv2,973164094370000896,1
LV005,lv2,973136376647553024,1
LV005,lv2,973122615769477120,1
LV005,lv2,973112839295651841,1
LV005,lv2,973131534868901888,1
LV005,lv2,973100139291271169,1
LV005,lv2,973097016304775168,1
LV005,lv2,973077072053760001,1
LV005,lv2,972918680832135168,1
LV005,lv2,972939075954110464,1
LV005,lv2,972938602069061632,1
LV005,lv2,972930175485796352,1
LV005,lv2,972958753342582784,1
LV005,lv2,972891712426258435,1
LV005,lv2,972880148533006338,1
LV005,lv2,972872066541281282,1
LV005,lv2,972435137072857090,1
LV005,lv2,972429175213756416,1
LV005,lv2,972402400840560641,1
LV005,lv2,972401589867761664,1
LV005,lv2,972399540736315393,1
LV005,lv2,972366364685033472,1
LV005,lv2,972186217151377408,1
LV005,lv2,972012500387553280,1
LV005,lv2,971779457592815616,1
LV005,lv2,971755683757658112,1
LV005,lv2,971651675365703680,1
LV005,lv2,971750678065446914,1
LV005,lv2,971737973434744832,1
LV005,lv2,971689551495356418,1
LV005,lv2,971651824045391872,1
LV005,lv2,971651232912822272,1
LV005,lv2,971654217709641729,1
LV005,lv2,971422997071519744,1
LV005,lv2,971112371115708416,1
LV005,lv2,971370872756953089,1
LV005,lv2,971136781390352384,1
LV005,lv2,971370691072323584,1
LV005,lv2,971118779886383104,1
LV005,lv2,971370623443390464,1
LV005,lv2,971112482965254144,1
LV005,lv2,971370566279147522,1
LV005,lv2,971280711255764993,1
LV005,lv2,971370129517838337,1
LV005,lv2,971116496247296005,1
LV005,lv2,971369728643141633,1
LV005,lv2,971112242640031745,1
LV005,lv2,971369461868621824,1
LV005,lv2,971116221071544320,1
LV005,lv2,971333568222908418,1
LV005,lv2,971307002499657728,1
LV005,lv2,971297753555972096,1
LV005,lv2,971281207546863617,1
LV005,lv2,971279410853801984,1
LV005,lv2,971278353452949505,1
LV005,lv2,971272696431595520,1
LV005,lv2,971272162580582401,1
LV005,lv2,971272035153399810,1
LV005,lv2,971133806324404224,1
LV005,lv2,971271960104710144,1
LV005,lv2,971260909439062016,1
LV005,lv2,971271879263772673,1
LV005,lv2,971266460629774336,1
LV005,lv2,971264507808018432,1
LV005,lv2,971258544984088576,1
LV005,lv2,971252527005040641,1
LV005,lv2,971239528911589379,1
LV005,lv2,971239209406271488,1
LV005,lv2,971237898518482945,1
LV005,lv2,971237838275727360,1
LV005,lv2,971193894745591809,1
LV005,lv2,971169148536532993,1
LV005,lv2,971127538759208960,1
LV005,lv2,971127063028658176,1
LV005,lv2,971126903661875200,1
LV005,lv2,971126847735042049,1
LV005,lv2,971125392072462338,1
LV005,lv2,971121484591763457,1
LV005,lv2,971120943824240642,1
LV005,lv2,971120895594057728,1
LV005,lv2,971119757305970689,1
LV005,lv2,971119520587935744,1
LV005,lv2,971119329419956230,1
LV005,lv2,971115117353070592,1
LV005,lv2,971119195915243521,1
LV005,lv2,971118849193103360,1
LV005,lv2,971118720474124288,1
LV005,lv2,971116687604047872,1
LV005,lv2,971116597728432129,1
LV005,lv2,971111130465792001,1
LV005,lv2,971110964845215744,1
LV005,lv2,971110930791763969,1
LV005,lv2,971110646002733057,1
LV005,lv2,971105753078648832,1
LV005,lv2,971096423214219264,1
LV005,lv2,971147643681476614,1
LV005,lv2,971131832199675904,1
LV005,lv2,971131244225417217,1
LV005,lv2,971130721258688512,1
LV005,lv2,971130346401095685,1
LV005,lv2,971129211980341248,1
LV005,lv2,971127841151733761,1
LV005,lv2,971089335947841538,1
LV005,lv2,971084562662084608,1
LV005,lv2,971154113818918913,1
LV005,lv2,970943160531681280,1
LV005,lv2,971115310081363968,1
LV005,lv2,971113842901245953,1
LV005,lv2,971113094473834496,1
LV005,lv2,971112625181470725,1
LV005,lv2,971113045727563777,1
LV005,lv2,971111146257346560,1
LV005,lv2,971112585457225729,1
LV005,lv2,971097833255337985,1
LV005,lv2,971060337389662209,1
LV005,lv2,971097679261511680,1
LV005,lv2,971097644973031424,1
LV005,lv2,971087526780915713,1
LV005,lv2,971058512443924480,1
LV005,lv2,971001742690340864,1
LV005,lv2,971016363627241474,1
LV005,lv2,971011428600737794,1
LV005,lv2,971020170360651776,1
LV005,lv2,970981017845714945,1
LV005,lv2,970963429916921857,1
LV005,lv2,970980470677803008,1
LV005,lv2,971002683221069824,1
LV005,lv2,970944416973238272,1
LV005,lv2,970942512113377280,1
LV005,lv2,970940898262573056,1
LV005,lv2,970939575542714371,1
LV005,lv2,970969939308838912,1
LV005,lv2,970939084188409856,1
LV005,lv2,970951836495761410,1
LV005,lv2,970949534581915650,1
LV005,lv2,970923666409164800,1
LV005,lv2,970716927088910338,1
LV005,lv2,970790137432039425,1
LV005,lv2,970772590351527936,1
LV005,lv2,970784435036663808,1
LV005,lv2,970783780167397376,1
LV005,lv2,970770900491620352,1
LV005,lv2,970758808137076736,1
LV005,lv2,970713578528493569,1
LV005,lv2,970697029453271040,1
LV005,lv2,970691532759105536,1
LV005,lv2,970690063137951746,1
LV005,lv2,970717514245332992,1
LV005,lv2,970687758766432257,1
LV005,lv2,970688181728399360,1
LV005,lv2,970687904413515776,1
LV005,lv2,970687390145802240,1
LV005,lv2,970644684434440193,1
LV005,lv2,970654270537289728,1
LV005,lv2,970579498197569536,1
LV005,lv2,970575845109780480,1
LV005,lv2,970574632330956800,1
LV005,lv2,970298698826739713,1
LV005,lv2,970388081495953410,1
LV005,lv2,970351139869921282,1
LV005,lv2,970350006103347201,1
LV005,lv2,970348433700737025,1
LV005,lv2,970418959710384133,1
LV005,lv2,970298049988911106,1
LV005,lv2,970403346568896512,1
LV005,lv2,970394488798527488,1
LV005,lv2,970394074380406789,1
LV005,lv2,970326756535291907,1
LV005,lv2,970294995885477888,1
LV005,lv2,970299666951745537,1
LV005,lv2,970299571770462208,1
LV005,lv2,970299222095548418,1
LV005,lv2,970295158037254145,1
LV005,lv2,970295509717078017,1
LV005,lv2,970292023470317568,1
LV005,lv2,970285559347281920,1
LV005,lv2,970251155363201024,1
LV005,lv2,970244964499169280,1
LV005,lv2,970209431576367104,1
LV005,lv2,970204756189827072,1
LV005,lv2,970275109524164609,1
LV005,lv2,970271134020235264,1
LV005,lv2,970268359295160321,1
LV005,lv2,970089832960622592,1
LV005,lv2,970279614563176448,1
LV005,lv2,970229644770316289,1
LV005,lv2,970225732952756225,1
LV005,lv2,970228352601731072,1
LV005,lv2,970223799311486976,1
LV005,lv2,970196981028216832,1
LV005,lv2,970020476096573445,1
LV005,lv2,969952970384269313,1
LV005,lv2,969932375638593537,1
LV005,lv2,969879704491778048,1
LV005,lv2,969663593846362112,1
LV005,lv2,969579347232387077,1
LV005,lv2,969614759581634561,1
LV005,lv2,969603857268527104,1
LV005,lv2,969614385009213440,1
LV005,lv2,969579040448438273,1
LV005,lv2,969614268978159616,1
LV005,lv2,969609490592124928,1
LV005,lv2,969605207310159872,1
LV005,lv2,969642355727962112,1
LV005,lv2,969587749736116224,1
LV005,lv2,969574745728483328,1
LV005,lv2,969557943065694208,1
LV005,lv2,969508787232100352,1
LV005,lv2,969509179181453312,1
LV005,lv2,969490863696109569,1
LV005,lv2,969255949411090432,1
LV005,lv2,969504748041834496,1
LV005,lv2,969480635558612992,1
LV005,lv2,969345609240076288,1
LV005,lv2,969329086672883713,1
LV005,lv2,969332361967087617,1
LV005,lv2,969252172255776768,1
LV005,lv2,969332260548829186,1
LV005,lv2,969332212675108864,1
LV005,lv2,969319120473939968,1
LV005,lv2,969319037669986305,1
LV005,lv2,969308579395178497,1
LV005,lv2,969307511839916038,1
LV005,lv2,969424146307452928,1
LV005,lv2,969278882124914688,1
LV005,lv2,969424103177367557,1
LV005,lv2,969305091441381377,1
LV005,lv2,969294354237067265,1
LV005,lv2,969293919946190848,1
LV005,lv2,969288166468472836,1
LV005,lv2,969287892588810242,1
LV005,lv2,969287313653198850,1
LV005,lv2,969287272012099584,1
LV005,lv2,969287171680194560,1
LV005,lv2,969286064744599556,1
LV005,lv2,969266183324225536,1
LV005,lv2,969265288872120320,1
LV005,lv2,969260165689167872,1
LV005,lv2,969257842871070722,1
LV005,lv2,969248400163135490,1
LV005,lv2,969247911895760897,1
LV005,lv2,969189271071526912,1
LV005,lv2,969247039564501005,1
LV005,lv2,969279662156328962,1
LV005,lv2,969278927977009153,1
LV005,lv2,969273822917644290,1
LV005,lv2,969272805417275392,1
LV005,lv2,969251901475835904,1
LV005,lv2,969251526022660096,1
LV005,lv2,969250075951226881,1
LV005,lv2,969189860111212544,1
LV005,lv2,969184779999633408,1
LV005,lv2,969179479351463937,1
LV005,lv2,969195100986331136,1
LV005,lv2,969169678508740608,1
LV005,lv2,969145495456309248,1
LV005,lv2,969120446422634496,1
LV005,lv2,969059014939168768,1
LV005,lv2,969111721502797824,1
LV005,lv2,969130208220598273,1
LV005,lv2,969111721607614464,1
LV005,lv2,969129842250866688,1
LV005,lv2,969102730194284544,1
LV005,lv2,969089855941734400,1
LV005,lv2,969097512148766720,1
LV005,lv2,969038228559925249,1
LV005,lv2,968459536364433408,1
LV005,lv2,968973416073236481,1
LV005,lv2,968913283662143489,1
LV005,lv2,968973147780321282,1
LV005,lv2,968939628500680705,1
LV005,lv2,968961970333511682,1
LV005,lv2,969074027569524738,1
LV005,lv2,968948337398439938,1
LV005,lv2,968945575067553792,1
LV005,lv2,968943498958434306,1
LV005,lv2,968930556137394181,1
LV005,lv2,968926436521398273,1
LV005,lv2,968915221028003840,1
LV005,lv2,968913353988018176,1
LV005,lv2,968911780763394049,1
LV005,lv2,968910179050934273,1
LV005,lv2,968897573238067203,1
LV005,lv2,968894189181263874,1
LV005,lv2,968893013241024513,1
LV005,lv2,968844858881380352,1
LV005,lv2,968905235593924609,1
