topic_id,tweet_id,judgment,missing
LV001,855323152649297920,1,f
LV001,855329680429166593,1,f
LV001,855332786789470209,1,f
LV001,855337056582553600,1,f
LV001,855365733886427136,1,f
LV001,855374336454152192,1,f
LV001,855380324339118080,1,f
LV001,855380354101805056,1,f
LV001,855391818980233216,1,f
LV001,855411228218445824,1,f
LV001,855412489894469633,1,f
LV001,855413373688852480,1,f
LV001,855416812636446720,1,f
LV001,855446028723605504,1,f
LV001,855464763094118400,1,f
LV001,855534110197993472,1,f
LV001,855624191667843073,1,f
LV001,855643296638676993,1,f
LV001,855644721527566336,1,f
LV001,855644973458391040,1,f
LV001,855652250965987328,1,f
LV001,855652687731470336,1,f
LV001,855653653197271042,1,f
LV001,855654620382859264,1,f
LV001,855658594125193216,1,f
LV001,855667776228339712,1,f
LV001,855673212981653504,1,f
LV001,855681665204707328,1,f
LV001,855706766667132930,1,f
LV001,855707087459975168,1,f
LV001,855718771775942657,1,f
LV001,855719240770478081,1,f
LV001,855719290456207360,1,f
LV001,855721509167529984,1,f
LV001,855726948957511684,1,f
LV001,855739020453793793,1,f
LV001,855740948353085445,1,f
LV001,855765258895585283,1,f
LV001,855781716933443585,1,f
LV001,855793317321289728,1,f
LV001,855795516256514050,1,f
LV001,855816546207367173,1,f
LV001,855892724704260096,1,f
LV001,855892726428073986,1,f
LV001,856017300419477504,1,f
LV001,856047328968536064,1,f
LV001,856059111485603840,1,f
LV001,856118490192683008,1,f
LV001,856170117884858369,1,f
LV001,856342463828688896,1,f
LV001,856351723262234624,1,f
LV001,856356768443715584,1,f
LV001,856361746830950401,1,f
LV001,856362368980439040,1,f
LV001,856375175557914626,1,f
LV001,856375243610476544,1,f
LV001,856375315366641664,1,f
LV001,856380318416334848,1,f
LV001,856393585524170752,1,f
LV001,856409432456036352,1,f
LV001,856426153049038849,1,f
LV001,856428607035592704,1,f
LV001,856431339343622144,1,f
LV001,856457329356800000,1,f
LV001,856467048867573760,1,f
LV001,856467859484147713,1,f
LV001,856469822611361792,1,f
LV001,856469839992549376,1,f
LV001,856478488739663872,1,f
LV001,856500494629576705,1,f
LV001,856505260914946053,1,f
LV001,856505378951090177,1,f
LV001,856506545726795777,1,f
LV001,856506546104090626,1,f
LV001,856518235520462849,1,f
LV001,856521315066445824,1,f
LV001,856529232444502016,1,f
LV001,856529420265414657,1,f
LV001,856534471142764544,1,f
LV001,856557400580599808,1,f
LV001,856558719336894464,1,f
LV001,856571177313218561,1,f
LV001,856588943692902401,1,f
LV001,856604789366509569,1,f
LV001,856713042700234752,1,f
LV001,856713299580391425,1,f
LV001,856713820475191296,1,f
LV001,856714830362882049,1,f
LV001,856717623622545408,1,f
LV001,856717934890283009,1,f
LV001,856722488016896000,1,f
LV001,856724471775973376,1,f
LV001,856725437975863296,1,f
LV001,856730206308102144,1,f
LV001,856734518513876992,1,f
LV001,856741549639708672,1,f
LV001,856751000501309440,1,f
LV001,856752390229426176,1,f
LV001,856752480302092294,1,f
LV001,856757285154172928,1,f
LV001,856794000287830016,1,f
LV001,856805474976632832,1,f
LV001,856807117529001984,1,f
LV001,856807647638683649,1,f
LV001,856840276287074309,1,f
LV001,856854478942810112,1,f
LV001,856866328875077632,1,f
LV001,856890239255810049,1,f
LV001,856916974936477696,1,f
LV001,856916976509362176,1,f
LV001,857077390790602752,1,f
LV001,857077409232891904,1,f
LV001,857094490959605760,1,f
LV001,857094509477470210,1,f
LV001,857104454549610496,1,f
LV001,857112906932137984,1,f
LV001,857115552816525312,1,f
LV001,857116692228517889,1,f
LV001,857116896465965057,1,f
LV001,857116957304389632,1,f
LV001,857118322520989696,1,f
LV001,857118510882926592,1,f
LV001,857124082340564995,1,f
LV001,857139604369137666,1,f
LV001,857142066140385282,1,f
LV001,857156091133796352,1,f
LV001,857182884507119616,1,f
LV001,857187562779291648,1,f
LV001,857196218417590272,1,f
LV001,857196508860567552,1,f
LV001,857197484245954561,1,f
LV001,857197546363641856,1,f
LV001,857198172694872065,1,f
LV001,857198207113342976,1,f
LV001,857199239709028353,1,f
LV001,857199783919931396,1,f
LV001,857201222708801536,1,f
LV001,857205153002385409,1,f
LV001,857212026401288196,1,f
LV001,857217450554929153,1,f
LV001,857217648442175488,1,f
LV001,857218668450676737,1,f
LV001,857228192687542272,1,f
LV001,857228254310277120,1,f
LV001,857228861439954944,1,f
LV001,857229531631034368,1,f
LV001,857249746725089281,1,f
LV001,857271057371324416,1,f
LV001,857273307145666560,1,f
LV001,857297339589021699,1,f
LV001,857306987557781504,1,f
LV001,857316197011947521,1,f
LV001,857322780567756800,1,f
LV001,857426902994255872,1,f
LV001,857468079005151232,1,f
LV001,857527140195209216,1,f
LV001,857576339997470724,1,f
LV001,857625197339344897,1,f
LV001,857765668132982785,1,f
LV001,857830386239500290,1,f
LV001,857830904739360769,1,f
LV001,857831633315147776,1,f
LV001,857836902241763328,1,f
LV001,857855921053216769,1,f
LV001,857855988157829120,1,f
LV001,857860562306428928,1,f
LV001,857860818087669761,1,f
LV001,857885381685108737,1,f
LV001,857896879589400577,1,f
LV001,857914686003695616,1,f
LV001,857927390537728000,1,f
LV001,857928643242323968,1,f
LV001,857969745487953920,1,f
LV001,857982219855347713,1,f
LV001,857985272402890752,1,f
LV001,858005188099153920,1,f
LV001,858017256336437248,1,f
LV001,858063112423055362,1,f
LV001,858168515832016896,1,f
LV001,858169982861156352,1,f
LV001,858172057875603456,1,f
LV001,858174093664956416,1,f
LV001,858178782213136384,1,f
LV001,858185020334379008,1,f
LV001,858185583788781568,1,f
LV001,858189266928754688,1,f
LV001,858189328404672516,1,f
LV001,858190909778915329,1,f
LV001,858203454598152192,1,f
LV001,858206728932003841,1,f
LV001,858207102891896832,1,f
LV001,858207176065773569,1,f
LV001,858208811408142336,1,f
LV001,858213528330698752,1,f
LV001,858223693692112897,1,f
LV001,858223788051243009,1,f
LV001,858224055341772801,1,f
LV001,858230300924661761,1,f
LV001,858230681436082176,1,f
LV001,858231537980121088,1,f
LV001,858232573880827904,1,f
LV001,858236042243186693,1,f
LV001,858240416843526144,1,f
LV001,858249693968703493,1,f
LV001,858250105069215745,1,f
LV001,858260245214318592,1,f
LV001,858282218090790912,1,f
LV001,858283887402913800,1,f
LV001,858329068692848641,1,f
LV001,858336197222866945,1,f
LV001,858344421108174848,1,f
LV001,858347331493781506,1,f
LV001,858351886717661187,1,f
LV001,858353703404875778,1,f
LV001,858353943969230849,1,f
LV001,858356925444042752,1,f
LV001,858367156911734784,1,f
LV001,858401244582473729,1,f
LV001,858540457705525248,1,f
LV001,858540923243909120,1,f
LV001,858573076614832128,1,f
LV001,858591466473521152,1,f
LV001,858685921062862854,1,f
LV001,858703748809543686,1,f
LV001,858703750596317184,1,f
LV001,858757068437716994,1,f
LV001,858772842556645378,1,f
LV001,858793823304126465,1,f
LV001,858912696959369216,1,f
LV001,858921852877643777,1,f
LV001,858923003739914240,1,f
LV001,858923872019783680,1,f
LV001,858924060121714692,1,f
LV001,858927708776128513,1,f
LV001,858931505875365888,1,f
LV001,858936679431884801,1,f
LV001,858937367348084737,1,f
LV001,858938820925980672,1,f
LV001,858938971669356544,1,f
LV001,858939007727783936,1,f
LV001,858939027210285056,1,f
LV001,858939056033587200,1,f
LV001,858939145200250880,1,f
LV001,858939589976666112,1,f
LV001,858940067334770689,1,f
LV001,858940127158128641,1,f
LV001,858940466749943809,1,f
LV001,858946758122119168,1,f
LV001,858953374649208832,1,f
LV001,858954373564690435,1,f
LV001,858975542057603074,1,f
LV001,858982013604433920,1,f
LV001,858994118822948865,1,f
LV001,858995063841579009,1,f
LV001,858998898253234177,1,f
LV001,858999485468463104,1,f
LV001,859002281890639872,1,f
LV001,859004968413646849,1,f
LV001,859005121224744960,1,f
LV001,859008524361379841,1,f
LV001,859009218791297024,1,f
LV001,859013198078464001,1,f
LV001,859014865310056448,1,f
LV001,859015748727001088,1,f
LV001,859016088805363712,1,f
LV001,859016214072483840,1,f
LV001,859016735273488384,1,f
LV001,859017253966282752,1,f
LV001,859017318399172609,1,f
LV001,859018843548786688,1,f
LV001,859019573881733120,1,f
LV001,859020612240498688,1,f
LV001,859029647467610112,1,f
LV001,859032592045289473,1,f
LV001,859036392084709376,1,f
LV001,859036604329066497,1,f
LV001,859038547663351808,1,f
LV001,859038875733422080,1,f
LV001,859039548344602625,1,f
LV001,859042899031453696,1,f
LV001,859052344142696450,1,f
LV001,859079977664425984,1,f
LV001,859079979782590465,1,f
LV001,859085151829200897,1,f
LV001,859106366715293700,1,f
LV001,859125250738573312,1,f
LV001,859145280188547074,1,f
LV001,859334685704548352,1,f
LV001,859447398384402436,1,f
LV001,859447400456474624,1,f
LV001,859528953454673920,1,f
LV001,859608022171209731,1,f
LV001,859608573592182784,1,f
LV001,859609399316414464,1,f
LV001,859615692752121856,1,f
LV001,859622443174047747,1,f
LV001,859629458944385025,1,f
LV001,859629490766569476,1,f
LV001,859633705488453633,1,f
LV001,859636118039519232,1,f
LV001,859637674629619716,1,f
LV001,859638586932703233,1,f
LV001,859641179520061441,1,f
LV001,859641413872607232,1,f
LV001,859643281000583169,1,f
LV001,859645360347721729,1,f
LV001,859645365670342657,1,f
LV001,859646453278363648,1,f
LV001,859649271636865024,1,f
LV001,859650963593986048,1,f
LV001,859651061489041408,1,f
LV001,859656342176489473,1,f
LV001,859662307634184193,1,f
LV001,859666423441960961,1,f
LV001,859667344465022976,1,f
LV001,859669934972035072,1,f
LV001,859670189012602880,1,f
LV001,859680460368207872,1,f
LV001,859689126567792640,1,f
LV001,859693697570680832,1,f
LV001,859700958695227393,1,f
LV001,859710854182436865,1,f
LV001,859714510487269376,1,f
LV001,859731095100825600,1,f
LV001,859735856969646081,1,f
LV001,859744258215088128,1,f
LV001,859759453129801729,1,f
LV001,859759454929211392,1,f
LV001,859763548183986176,1,f
LV001,859776262121766921,1,f
LV001,859796499701673984,1,f
LV001,859810160029581313,1,f
LV001,859828665282162689,1,f
LV001,859829051158142976,1,f
LV001,859858511949426688,1,f
LV001,859866055904292864,1,f
LV001,859982077789437953,1,f
LV001,859991932881313792,1,f
LV001,859999311425409025,1,f
LV001,860022322304045056,1,f
LV001,860102319840661504,1,f
LV001,860171335552643072,1,f
LV001,860205089675497474,1,f
LV001,860351006051364865,1,f
LV001,860358984733253633,1,f
LV001,860375510198738944,1,f
LV001,860377056734961665,1,f
LV001,860378654215426048,1,f
LV001,860389859290165248,1,f
LV001,860391116562149376,1,f
LV001,860392375021174784,1,f
LV001,860392376736657408,1,f
LV001,860395591829991424,1,f
LV001,860399537034231808,1,f
LV001,860399882087141376,1,f
LV001,860400453661720576,1,f
LV001,860404661068726273,1,f
LV001,860406662007541760,1,f
LV001,860407552479244289,1,f
LV001,860411369774075904,1,f
LV001,860412278461673472,1,f
LV001,860413378988322818,1,f
LV001,860428614076071937,1,f
LV001,860435699207634944,1,f
LV001,860451564829503488,1,f
LV001,860452772520628228,1,f
LV001,860551026935554048,1,f
LV001,860696363465572352,1,f
LV001,860727346869022721,1,f
LV001,860729982703808512,1,f
LV001,860785932718440448,1,f
LV001,860797531072192516,1,f
LV001,860805805783879680,1,f
LV001,860834809605652481,1,f
LV001,860902806278066176,1,f
LV001,860911180709339136,1,f
LV001,861005317617963008,1,f
LV001,861091137381179392,1,f
LV001,861168929368154112,1,f
LV001,861207131034464257,1,f
LV001,861208434003378176,1,f
LV001,861218157737934848,1,f
LV001,861254305130704897,1,f
LV001,861254307668164608,1,f
LV001,861258182332698624,1,f
LV001,861264377504247808,1,f
LV001,861275576635723780,1,f
LV001,861440436824682496,1,f
LV001,861440823300419584,1,f
LV001,861440920348233728,1,f
LV001,861441306463268864,1,f
LV001,861441686140063746,1,f
LV001,861442321870721026,1,f
LV001,861442514116632576,1,f
LV001,861444100620517377,1,f
LV001,861446777714745344,1,f
LV001,861447829801377792,1,f
LV001,861448668578279425,1,f
LV001,861458584374300673,1,f
LV001,861470861462843404,1,f
LV001,861470895730294784,1,f
LV001,861478260064088065,1,f
LV001,861478972265312256,1,f
LV001,861490849158504449,1,f
LV001,861492642693165057,1,f
LV001,861493976666386433,1,f
LV001,861499628335890432,1,f
LV001,861503711209705472,1,f
LV001,861505386796523520,1,f
LV001,861508472726102016,1,f
LV001,861515980471754753,1,f
LV001,861516290992861184,1,f
LV001,861520665764954113,1,f
LV001,861521945246011392,1,f
LV001,861522229523353600,1,f
LV001,861523129834786816,1,f
LV001,861523985879707648,1,f
LV001,861524445109915648,1,f
LV001,861526039587115008,1,f
LV001,861526263223263232,1,f
LV001,861526998535024640,1,f
LV001,861528682418098176,1,f
LV001,861529475791695872,1,f
LV001,861530444977799169,1,f
LV001,861530623613251584,1,f
LV001,861530741959733248,1,f
LV001,861530799421698048,1,f
LV001,861531479721029633,1,f
LV001,861532178550861824,1,f
LV001,861533618413473794,1,f
LV001,861534703014338561,1,f
LV001,861534721158860800,1,f
LV001,861534854021877760,1,f
LV001,861535202635591680,1,f
LV001,861535389282160640,1,f
LV001,861535553472397312,1,f
LV001,861537546207207427,1,f
LV001,861538906092732416,1,f
LV001,861539312105652226,1,f
LV001,861540678668570624,1,f
LV001,861542241013301248,1,f
LV001,861542608241348608,1,f
LV001,861544463788904448,1,f
LV001,861544902643126272,1,f
LV001,861548504044515329,1,f
LV001,861548544850898944,1,f
LV001,861549737346031616,1,f
LV001,861550199977783296,1,f
LV001,861552924043997185,1,f
LV001,861552940926062592,1,f
LV001,861553973127458817,1,f
LV001,861554079570546688,1,f
LV001,861555004406194176,1,f
LV001,861555045665558528,1,f
LV001,861557993049128960,1,f
LV001,861558578053881856,1,f
LV001,861562555529146369,1,f
LV001,861562839244431361,1,f
LV001,861562996690124801,1,f
LV001,861579313010921472,1,f
LV001,861580519032713217,1,f
LV001,861591011264516097,1,f
LV001,861594875283861505,1,f
LV001,861606633100767237,1,f
LV001,861611487168778240,1,f
LV001,861611712289570817,1,f
LV001,861611911976243200,1,f
LV001,861621628253417472,1,f
LV001,861621871317581825,1,f
LV001,861623220360941569,1,f
LV001,861624718306234368,1,f
LV001,861643664686239745,1,f
LV001,861644557443837960,1,f
LV001,861763921488875521,1,f
LV001,861774082131587077,1,f
LV001,861774573339107328,1,f
LV001,861780504214999043,1,f
LV001,861780854040911874,1,f
LV001,861780958059667456,1,f
LV001,861784063379738624,1,f
LV001,861785505050103809,1,f
LV001,861785520321515521,1,f
LV001,861786575633620992,1,f
LV001,861787583239639041,1,f
LV001,861789223854235648,1,f
LV001,861789901376901121,1,f
LV001,861790398536179712,1,f
LV001,861790585916710914,1,f
LV001,861790586583515136,1,f
LV001,861791562983985152,1,f
LV001,861792073602797568,1,f
LV001,861792168830226432,1,f
LV001,861797167450771456,1,f
LV001,861799600272945152,1,f
LV001,861800692993986561,1,f
LV001,861800734035234817,1,f
LV001,861801561915305984,1,f
LV001,861801645608488961,1,f
LV001,861801664344453125,1,f
LV001,861801929931988993,1,f
LV001,861801930108149761,1,f
LV001,861802560826494976,1,f
LV001,861802833913446404,1,f
LV001,861803758203830272,1,f
LV001,861804215433342978,1,f
LV001,861804246785806336,1,f
LV001,861804278670872576,1,f
LV001,861804289404137472,1,f
LV001,861804294261092352,1,f
LV001,861804570665734145,1,f
LV001,861805159529295873,1,f
LV001,861805311941849089,1,f
LV001,861806987209695232,1,f
LV001,861807581223890944,1,f
LV001,861807626002333697,1,f
LV001,861807926264168448,1,f
LV001,861808038382055424,1,f
LV001,861808448010407936,1,f
LV001,861809192319037441,1,f
LV001,861809250003279872,1,f
LV001,861809843790913536,1,f
LV001,861810472747663360,1,f
LV001,861812979981066240,1,f
LV001,861813106149916672,1,f
LV001,861813302380433408,1,f
LV001,861813378951643136,1,f
LV001,861813850357858304,1,f
LV001,861814616950788096,1,f
LV001,861814774212022274,1,f
LV001,861814871851229184,1,f
LV001,861814891132354561,1,f
