day,topic_id,tweet_lang,r_lv,r_ru,r_en
2017-04-22 00:00:00,LV001,lv,0.81,0.00,0.19
2017-04-22 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-22 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-22 00:00:00,LV001,lv,0.98,0.00,0.02
2017-04-22 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-22 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-22 00:00:00,LV001,lv,0.97,0.00,0.03
2017-04-22 00:00:00,LV001,lv,0.97,0.00,0.03
2017-04-24 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-24 00:00:00,LV001,lv,0.97,0.00,0.03
2017-04-24 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-24 00:00:00,LV001,fi,0.99,0.00,0.00
2017-04-24 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-24 00:00:00,LV001,lv,0.90,0.00,0.10
2017-04-24 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-24 00:00:00,LV001,lv,0.96,0.00,0.04
2017-04-24 00:00:00,LV001,lv,0.99,0.00,0.01
2017-04-24 00:00:00,LV001,lv,0.99,0.00,0.01
2017-04-24 00:00:00,LV001,lv,0.99,0.00,0.00
2017-04-24 00:00:00,LV001,lv,0.86,0.05,0.09
2017-04-24 00:00:00,LV001,lv,0.81,0.00,0.19
2017-04-24 00:00:00,LV001,lv,0.97,0.00,0.03
2017-04-24 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-24 00:00:00,LV001,lv,0.97,0.00,0.03
2017-04-24 00:00:00,LV001,lv,0.97,0.00,0.03
2017-04-24 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-25 00:00:00,LV001,lv,0.99,0.00,0.00
2017-04-25 00:00:00,LV001,lv,0.99,0.00,0.00
2017-04-25 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-25 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-25 00:00:00,LV001,lv,0.99,0.00,0.01
2017-04-25 00:00:00,LV001,lv,0.94,0.00,0.06
2017-04-25 00:00:00,LV001,lv,0.99,0.00,0.01
2017-04-25 00:00:00,LV001,lv,0.90,0.00,0.10
2017-04-25 00:00:00,LV001,lv,0.94,0.00,0.06
2017-04-25 00:00:00,LV001,lv,0.97,0.00,0.03
2017-04-25 00:00:00,LV001,lv,0.24,0.00,0.76
2017-04-25 00:00:00,LV001,ru,0.02,0.98,0.00
2017-04-25 00:00:00,LV001,lv,0.94,0.00,0.06
2017-04-25 00:00:00,LV001,lv,0.99,0.00,0.01
2017-04-25 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-25 00:00:00,LV001,lv,0.86,0.05,0.09
2017-04-25 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-25 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-25 00:00:00,LV001,lv,0.99,0.00,0.01
2017-04-25 00:00:00,LV001,lv,0.91,0.01,0.08
2017-04-25 00:00:00,LV001,lt,0.87,0.00,0.13
2017-04-25 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-25 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-25 00:00:00,LV001,lv,0.56,0.00,0.44
2017-04-25 00:00:00,LV001,lv,0.56,0.00,0.44
2017-04-25 00:00:00,LV001,lv,0.87,0.00,0.13
2017-04-25 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,en,0.01,0.00,0.99
2017-04-26 00:00:00,LV001,en,0.24,0.00,0.76
2017-04-26 00:00:00,LV001,en,0.10,0.00,0.90
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,de,0.29,0.00,0.71
2017-04-26 00:00:00,LV001,de,0.24,0.00,0.76
2017-04-26 00:00:00,LV001,lv,0.90,0.00,0.10
2017-04-26 00:00:00,LV001,en,0.21,0.00,0.79
2017-04-26 00:00:00,LV001,en,0.13,0.00,0.87
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,lv,0.44,0.00,0.56
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,lv,0.97,0.00,0.03
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,lv,0.98,0.00,0.02
2017-04-26 00:00:00,LV001,lv,0.88,0.00,0.13
2017-04-26 00:00:00,LV001,lv,0.99,0.00,0.01
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-26 00:00:00,LV001,de,0.99,0.00,0.01
2017-04-26 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,0.81,0.00,0.19
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,0.94,0.00,0.06
2017-04-27 00:00:00,LV001,lv,0.90,0.00,0.10
2017-04-27 00:00:00,LV001,lv,0.81,0.00,0.19
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,0.90,0.00,0.10
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-27 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-28 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-28 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-28 00:00:00,LV001,lv,0.90,0.00,0.10
2017-04-28 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-28 00:00:00,LV001,lv,0.99,0.00,0.00
2017-04-28 00:00:00,LV001,lv,0.81,0.00,0.19
2017-04-28 00:00:00,LV001,lv,0.99,0.00,0.01
2017-04-28 00:00:00,LV001,lv,0.99,0.00,0.01
2017-04-28 00:00:00,LV001,lv,0.97,0.00,0.03
2017-04-28 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-28 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-28 00:00:00,LV001,lv,0.98,0.00,0.02
2017-04-28 00:00:00,LV001,ru,0.02,0.98,0.00
2017-04-28 00:00:00,LV001,ru,0.02,0.98,0.00
2017-04-28 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-28 00:00:00,LV001,lv,0.93,0.00,0.07
2017-04-29 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-29 00:00:00,LV001,lv,0.99,0.01,0.00
2017-04-29 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-29 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-29 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-29 00:00:00,LV001,lv,1.00,0.00,0.00
2017-04-30 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-01 00:00:00,LV001,lv,0.93,0.00,0.07
2017-05-01 00:00:00,LV001,lv,0.90,0.00,0.10
2017-05-01 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-01 00:00:00,LV001,lv,0.91,0.01,0.08
2017-05-01 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-01 00:00:00,LV001,lv,0.96,0.00,0.04
2017-05-01 00:00:00,LV001,lv,0.90,0.00,0.10
2017-05-01 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-01 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-01 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-01 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-01 00:00:00,LV001,lv,0.80,0.00,0.20
2017-05-02 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-02 00:00:00,LV001,lv,0.97,0.00,0.02
2017-05-02 00:00:00,LV001,lv,0.97,0.00,0.02
2017-05-02 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-02 00:00:00,LV001,lv,0.99,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,0.91,0.00,0.09
2017-05-02 00:00:00,LV001,lv,0.67,0.02,0.31
2017-05-02 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-02 00:00:00,LV001,lv,0.98,0.01,0.01
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-02 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-02 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.96,0.00,0.04
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.24,0.00,0.76
2017-05-03 00:00:00,LV001,lv,0.13,0.00,0.87
2017-05-03 00:00:00,LV001,lv,0.54,0.00,0.46
2017-05-03 00:00:00,LV001,lv,0.94,0.00,0.06
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-03 00:00:00,LV001,lv,0.24,0.00,0.76
2017-05-03 00:00:00,LV001,lv,0.82,0.01,0.17
2017-05-03 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.73,0.00,0.26
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-03 00:00:00,LV001,lv,0.23,0.01,0.76
2017-05-03 00:00:00,LV001,lv,0.99,0.01,0.00
2017-05-04 00:00:00,LV001,lv,0.94,0.00,0.06
2017-05-04 00:00:00,LV001,lv,0.94,0.00,0.06
2017-05-04 00:00:00,LV001,lv,0.82,0.00,0.18
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.68,0.00,0.32
2017-05-04 00:00:00,LV001,lv,0.82,0.00,0.18
2017-05-04 00:00:00,LV001,lv,0.84,0.00,0.16
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.98,0.00,0.01
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.75,0.00,0.25
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,en,0.24,0.00,0.76
2017-05-04 00:00:00,LV001,lv,0.24,0.00,0.76
2017-05-04 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-04 00:00:00,LV001,lv,0.67,0.00,0.33
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.44,0.00,0.56
2017-05-04 00:00:00,LV001,en,0.44,0.00,0.56
2017-05-04 00:00:00,LV001,lv,0.24,0.00,0.76
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,en,0.97,0.00,0.03
2017-05-04 00:00:00,LV001,lv,0.97,0.00,0.03
2017-05-04 00:00:00,LV001,lv,0.81,0.00,0.19
2017-05-04 00:00:00,LV001,en,0.31,0.00,0.69
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.29,0.00,0.71
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,ru,0.00,1.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,ru,0.00,1.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.53,0.00,0.47
2017-05-04 00:00:00,LV001,lv,0.24,0.00,0.76
2017-05-04 00:00:00,LV001,lv,0.37,0.00,0.63
2017-05-04 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-04 00:00:00,LV001,en,0.24,0.00,0.76
2017-05-04 00:00:00,LV001,en,0.03,0.00,0.97
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.89,0.00,0.11
2017-05-04 00:00:00,LV001,lv,0.90,0.00,0.10
2017-05-04 00:00:00,LV001,lv,0.24,0.00,0.76
2017-05-04 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-04 00:00:00,LV001,lv,0.85,0.00,0.15
2017-05-04 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-04 00:00:00,LV001,en,0.85,0.00,0.15
2017-05-04 00:00:00,LV001,lv,0.95,0.00,0.05
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-04 00:00:00,LV001,lv,0.90,0.00,0.10
2017-05-04 00:00:00,LV001,lv,0.96,0.00,0.04
2017-05-04 00:00:00,LV001,lv,0.95,0.00,0.05
2017-05-04 00:00:00,LV001,en,0.44,0.00,0.56
2017-05-04 00:00:00,LV001,lv,0.90,0.00,0.10
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.82,0.00,0.18
2017-05-04 00:00:00,LV001,lv,0.93,0.00,0.07
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.02,0.00,0.98
2017-05-04 00:00:00,LV001,en,0.02,0.00,0.98
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,en,0.31,0.00,0.69
2017-05-04 00:00:00,LV001,lv,0.73,0.00,0.26
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,en,0.68,0.01,0.30
2017-05-04 00:00:00,LV001,en,0.20,0.00,0.80
2017-05-04 00:00:00,LV001,en,0.07,0.00,0.93
2017-05-04 00:00:00,LV001,lv,0.07,0.00,0.93
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-04 00:00:00,LV001,lv,0.90,0.00,0.10
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.99,0.01,0.00
2017-05-04 00:00:00,LV001,lv,0.99,0.01,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.90,0.00,0.10
2017-05-04 00:00:00,LV001,lv,0.61,0.00,0.38
2017-05-04 00:00:00,LV001,lv,0.61,0.00,0.38
2017-05-04 00:00:00,LV001,lv,0.61,0.00,0.38
2017-05-04 00:00:00,LV001,lv,0.61,0.00,0.38
2017-05-04 00:00:00,LV001,lv,0.61,0.00,0.38
2017-05-04 00:00:00,LV001,lv,0.82,0.00,0.18
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,und,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,und,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,und,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-04 00:00:00,LV001,en,0.12,0.00,0.88
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-04 00:00:00,LV001,lv,0.73,0.00,0.26
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,0.75,0.12,0.13
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,0.99,0.00,0.01
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,0.84,0.00,0.16
2017-05-05 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-05 00:00:00,LV001,lv,0.93,0.00,0.07
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,0.61,0.00,0.38
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,0.61,0.00,0.38
2017-05-05 00:00:00,LV001,lv,0.61,0.00,0.38
2017-05-05 00:00:00,LV001,lv,0.61,0.00,0.38
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
2017-05-05 00:00:00,LV001,lv,0.98,0.00,0.02
2017-05-05 00:00:00,LV001,lv,0.68,0.01,0.30
2017-05-05 00:00:00,LV001,lv,1.00,0.00,0.00
